"Edge","State","Street Address","City","Province","Postal Code","Longitude","Latitude"
"102456","CONNECTED","198 boul. Labelle","Rosemere","QC","J7A 2H1","-73.801765","45.624287"
"102527","CONNECTED","1600 Bank St","Ottawa","ON","K1V 7Y6","-75.667503","45.378036"
"102564","CONNECTED","330 Queen St","Ottawa","ON","K1R 7Y5","-75.704842","45.418789"
"102594","CONNECTED","1480 Kennedy Rd","Scarborough","ON","M1P 2L7","-79.281647","43.765392"
"102668","CONNECTED","313 boul. Cure-Labelle","Ste-Therese","QC","J7E 2Y2","-73.841209","45.647427"
"102722","CONNECTED","2044 Lawrence Ave","Toronto","ON","M1R 2Z3","-79.294998","43.745998"
"102763","CONNECTED","9600 Maurice Duplessis","Montreal","QC","H1E 1N2","-73.561737","45.650257"
"102781","CONNECTED","136 Gore Street East","Perth","ON","K7H 1J5","-76.246284","44.89724"
"102817","CONNECTED","75 Ellesmere Rd unit 1b","Scarborough","ON","M1R 4B7","-79.312271","43.758167"
"102878","CONNECTED","1139 Gateway Road","Winnipeg","MB","R2G 1B9","-97.067825","49.930882"
"102882","CONNECTED","170 Hollidge Boulevard","Aurora","ON","L4G 8A3","-79.44632","44.013054"
"102888","CONNECTED","7272-200th Street","Langley","BC","V2Y 1S7","-122.667603","49.134304"
"102895","CONNECTED","101-3660 Westwinds Dr. NE","Calgary","AB","T3J 5H3","-113.975952","51.105011"
"102906","CONNECTED","2013 Lawrence Ave West","Toronto","ON","M9N 0A3","-79.512001","43.701"
"103042","CONNECTED","20250 88th Ave","Langley","BC","V2Y 2B9","-122.667465","49.166199"
"103052","CONNECTED","917  85th St. S.W.  Unit 402","Calgary","AB","T3H 4C7","-114.21273","51.059254"
"103081","CONNECTED","20159 88th Ave
H101","Langley","BC","V1M 0A4","-122.664711","49.165348"
"103086","CONNECTED","14055 boul. Du Cure-Labelle","Mirabel","QC","J7J 1M3","-73.933319","45.708576"
"103128","CONNECTED","5900 ruse Sherbrooke Est","Montreal","QC","H1N 1B5","-73.546837","45.576042"
"103130","CONNECTED","3300 Bloor St W","Toronto","ON","M8X 2X3","-79.522003","43.645"
"103259","CONNECTED","9725, boul. Henri-Bourassa Est","Montreal","QC","H1C0B8","-73.553947","45.644051"
"103269","CONNECTED","17252 Leslie Street","Newmarket","ON","L3Y 8V2","-79.429817","44.060009"
"103270","CONNECTED","1895 Hyde Park Road","London","ON","N6H 0A3","-81.335922","43.008087"
"103275","CONNECTED","2147 St. Mary's Road","Winnipeg","MB","R2N 4P1","-97.114288","49.805519"
"103289","CONNECTED","1255 Fanshawe Park Rd. W","London","ON","N6G5B4","-81.328735","43.013168"
"103312","CONNECTED","3860-3880 Grant McConnachie Way
Vancouver International Airport ,Post Security Depart Level,","Richmond","BC","V7B1Y7","-123.181168","49.193417"
"103343","CONNECTED","635 Bronson Avenue
Drummonds Gas Bar","Ottawa","ON","K1S4E7","-75.700958","45.403698"
"102083","CONNECTED","70 First Lake Dr
Sackville Town Center","Lower Sackville","NS","B4C 3E4","-63.671059","44.777637"
"103049","CONNECTED","85 Harrisville Blvd","Moncton","NB","E1H 3N4","-64.728584","46.131401"
"103383","CONNECTED","35 Sage Hill Gate NW","Calgary","AB","T3R 0S4","-114.142212","51.169823"
"103423","CONNECTED","15 Commerce Drive","Winnipeg","MB","R3P 1A9","-97.210526","49.832878"
"103078","CONNECTED","15710 Stony Plain Road NW","Edmonton","AB","T5P 3Z5","-113.592796","53.541512"
"103462","CONNECTED","515 Drewry Avenue","North York","ON","M2R 2K9","-79.444","43.780998"
"103670","CONNECTED","180 Miquelon Ave
unit 145","Devon","AB","T9G 0A6","-113.731705","53.352676"
"103758","CONNECTED","15550 Rue Sherbrooke E","Montreal","QC","H1A 3R1","-73.497093","45.690681"
"103876","CONNECTED","654 Kildare Ave East
Safeway","Winnipeg","MB","R2C 0P6","-96.985611","49.900227"
"103915","CONNECTED","949 Corydon Ave","Winnipeg","MB","R3M 0W8","-97.161346","49.868488"
"103972","CONNECTED","2480 gerrard St. East","Toronto","ON","M1N 4C3","-79.286072","43.687481"
"104018","CONNECTED","935 Headmaster Row","Winnipeg","MB","R2C 4J2","-97.0354","49.94408"
"104131","CONNECTED","205 - 19th Ave","Nisku","AB","T9E 0W8","-113.531364","53.33604"
"104212","CONNECTED","4331 52 Avenue
Unit 1","Whitecourt","AB","T7S 1X6","-115.66964","54.142059"
"104365","CONNECTED","3092 Kingston Road","Scarborough","ON","M1M1P2","-79.231102","43.726414"
"104420","CONNECTED","2150 Bloor St. W - Unit Retail B","Toronto","ON","M6S 1M8","-79.410233","43.665112"
"104421","CONNECTED","1220 boul Saint-Jean-Baptiste","Pointe Aux Trembles","QC","H1B 4A4","-73.500893","45.641403"
"104469","CONNECTED","12451 Rodolphe-Foget bd","Montreal","QC","H1E 0A2","-73.578339","45.649193"
"104817","CONNECTED","800 Carnarvon St
Unit 205","New Westminster","BC","V3M 0C3","-122.913383","49.201256"
"104910","CONNECTED","375 Loutit Road
101","Fort McMurray","AB","T9K 2W6","-111.427795","56.752663"
"104923","CONNECTED","3157 Dundas St. W","Toronto","ON","M6P 2A2","-79.475067","43.665363"
"104970","CONNECTED","1033 Queen St. West","Toronto","ON","N6J0A6","-79.419312","43.643867"
"105255","CONNECTED","175 Roncesvalles Ave","Toronto","ON","M6R 2L3","-79.448036","43.644463"
"105335","CONNECTED","5125 Falconridge Blvd. NE","Calgary","AB","T3J 3K9","-113.958473","51.097404"
"105340","CONNECTED","19 Marion Street","Winnipeg","MB","R2H 0S8","-97.128357","49.882149"
"105411","CONNECTED","1271 York Mills Blvd
Unit 5","North York","ON","M3A","-79.326614","43.760597"
"105413","CONNECTED","25 Donwood Dr
river east north","Winnipeg","MB","R2G 1N3","-97.084778","49.945133"
"105515","CONNECTED","3101 Victoria Park Ave.
SHELL","Scarborough","ON","M1R 1H5","-79.330536","43.792881"
"105529","CONNECTED","19971 72nd Ave","Langley","BC","V2Y 3J2","-122.669006","49.133858"
"105567","CONNECTED","15 Champion Rd","Carstairs","AB","T0M 0N0","-114.091164","51.56052"
"105913","CONNECTED","1500  Mahogany Plaza SE
Building 7","Calgary","AB","T3M 0G5","-113.940193","50.898426"
"106881","CONNECTED","17070 Leslie Street","Newmarket","ON","L3Y 8V8","-79.429642","44.05418"
"106906","CONNECTED","5095 Yonge Street
Inside the Loblaws","North York","ON","M2N 6Z4","-79.412094","43.768665"
"107389","CONNECTED","614 Lagimodiere Blvd","Winnipeg","MB","R2J 0T7","-97.050835","49.856884"
"107693","CONNECTED","6504 170th Ave NW","Edmonton","AB","T5Y 3J3","-113.441963","53.632881"
"108114","CONNECTED","1794 Vernon Street
Gas station C store","Lumby","BC","V0E 2G0","-118.962067","50.248074"
"107552","CONNECTED","261 Bernard Avenue","Kelowna","BC","V1Y 6N2","-119.498016","49.886116"
"100154","CONNECTED","665 boul. Lafleche","Baie-Comeau","QC","G5C 1C4","-68.256126","49.20063"
"103141","CONNECTED","11845 Oceloa Rd","Winfield","BC","V4V 1H1","-119.410439","50.054283"
"103701","CONNECTED","300 Helen Street","Creston","BC","V0B 1G6","-116.522705","49.117462"
"102757","CONNECTED","805 Boyd St","New Westminster","BC","V3M 5X2","-122.948845","49.191963"
"105608","CONNECTED","101 C Aspen Drive Hwy. #43 & Hwy. #3 (NW Corner)","Sparwood","BC","V0B 2G0","-114.879654","49.73447"
"100786","CONNECTED","1059 Highway 97 S","Williams Lake","BC","V2G 2W3","-122.125328","52.126141"
"101323","CONNECTED","17761 100 Ave NW","Edmonton","AB","T5S 1R6","-113.62664","53.537289"
"104329","CONNECTED","8650-112 Ave. NW
Unit 8116","Calgary","AB","T3G 5T4","-114.210289","51.152485"
"105355","CONNECTED","2072 South Island Hwy","Campbell River","BC","V9W 1C2","-125.218735","49.972115"
"105356","CONNECTED","890 Webber Greens Drive NW","Edmonton","AB","T5T 4K5","-113.667274","53.524414"
"103411","CONNECTED","5105-167th Avenue NW","Edmonton","AB","T5Y 0L2","-113.413666","53.628242"
"105769","CONNECTED","699 Trunk Rd","Sault Ste Marie","ON","P6A 3T1","-84.271378","46.522259"
"106063","CONNECTED","894 Lilloet Street West","Moose Jaw","SK","S6H 4Y6","-105.557526","50.384079"
"100095","CONNECTED","191 Trunk Rd
Tillicum Mall","Sault Ste. Marie","ON","P6A 3S5","-84.292999","46.513"
"100587","CONNECTED","3223 2nd Ave W","Prince Albert","SK","S6V 5G1","-105.760857","53.183777"
"100967","CONNECTED","16 33rd St E","Saskatoon","SK","S7K 0R7","-106.669296","52.144131"
"101033","CONNECTED","19712 Fraser Hwy","Langley","BC","V3A 4C7","-122.675583","49.111881"
"101612","CONNECTED","20020 Willowbrook Dr E
Logan Creek Shopping Plaza  200","Langley","BC","V2Y 2T4","-122.667397","49.115833"
"101915","CONNECTED","223 2nd Line W","Sault Ste. Marie","ON","P6C 6C5","-84.362114","46.537449"
"101925","CONNECTED","335-351 John St","Sault Ste. Marie","ON","P6A 3J6","-84.34407","46.524632"
"102473","CONNECTED","709 Circle Drive East","Saskatoon","SK","S7K 0V1","-106.657043","52.157944"
"102647","CONNECTED","496 Hwy 93/95","Invermere","BC","V0A 1K0","-116.031403","50.508995"
"102771","CONNECTED","8590 200th Street
unit 100","Langley","BC","V2Y 2B9","-122.666664","49.158436"
"102877","CONNECTED","6551 3 Road
Unit  1602","Richmond","BC","V6Y 2B6","-123.138588","49.166004"
"102970","CONNECTED","134 Primrose Drive","Saskatoon","SK","S7K 5S6","-106.639999","52.168999"
"102991","CONNECTED","10500 20th Ave","Blairmore","AB","T0K 0E0","-114.462898","49.620293"
"103079","CONNECTED","3510 8th St E - Unit A","Saskatoon","SK","S7H 0W6","-106.596413","52.113457"
"103208","CONNECTED","1509 Lonsdale Avenue","North Vancouver","BC","V7M2J2","-123.072594","49.322418"
"103514","CONNECTED","1300 Hewetson Ave.","Pincher Creek","AB","T0K 1W0","-113.949898","49.4939"
"103554","CONNECTED","1702-20th Street West
St. Paul Hospital","Saskatoon","SK","S7M 0Z9","-106.696678","52.12735"
"103651","CONNECTED","6036 Glover Road","Langley","BC","V1M 2A3","-122.644783","49.111809"
"103784","CONNECTED","810 Circle Drive Unit #107","Saskatoon","SK","S7K 3T8","-106.649956","52.159599"
"103844","CONNECTED","1619 Idylwyld Dr. North","Saskatoon","SK","S7H 0T8","-106.670708","52.15081"
"104005","CONNECTED","2055 - HWY 97A","Armstrong","BC","V0E 1B8","-119.194382","50.415974"
"104812","CONNECTED","442 Bruce Street","Sault Ste. Marie","ON","P6B 1R4","-84.319992","46.520157"
"104657","CONNECTED","6833 177th St NW","Edmonton","AB","T5T 4K3","-113.626709","53.503246"
"107447","CONNECTED","628 Third Line East","Sault Ste. Marie","ON","P6A 6J8","-84.318939","46.553562"
"100030","CONNECTED","4725 Dorchester Rd
St. Albert. Shopping Centre","Niagara Falls","ON","L2E 0A8","-79.112137","43.105232"
"103278","CONNECTED","1990, 6ième Avenue","St-Georges-de-Beauce","QC","G5X 3W8","-70.676392","46.114853"
"106863","CONNECTED","90-C Route Jean-Baptiste-Casault","Montmagny","QC","G5V 3R8","-70.658073","46.945923"
"103015","CONNECTED","681 John Counter Blvd.","Kingston","ON","K7K 2P7","-76.483307","44.257618"
"103495","CONNECTED","1440 boulevard St-Laurent Est","Louiseville","QC","J5V 2L4","-72.879303","46.261555"
"107322","CONNECTED","181, road 138","Forestville","QC","G0T 1E0","-69.096992","48.729042"
"100052","CONNECTED","282 Ridgeway Rd
UNIT #5","Crystal Beach","ON","L0S 1B0","-79.058525","42.867928"
"100269","CONNECTED","98 Dufferin St","Perth","ON","K7H 3A7","-76.269913","44.906391"
"101170","CONNECTED","355 Stewart Blvd","Brockville","ON","K6V 4W9","-75.705933","44.601223"
"101365","CONNECTED","2379 Parkdale ave","Brockville","ON","K6V 3G9","-75.69809","44.604736"
"101402","CONNECTED","8089 Portage Rd","Chippawa","ON","L2G 5Z2","-79.053268","43.059837"
"101404","CONNECTED","151 Hwy 20 W","Fonthill","ON","L0S 1E0","-79.273384","43.049942"
"101584","CONNECTED","111 Lombard St","Smiths Falls","ON","K7A 5B8","-76.030312","44.891415"
"101848","CONNECTED","1008 rue Sherbrooke","Magog","QC","J1X 6C7","-72.138062","45.271812"
"101870","CONNECTED","29 Niagara Park Dr.","Kingston","ON","K7K 7B4","-76.454826","44.238914"
"102408","CONNECTED","3049 Jefferson Dr","Brockville","ON","K6V 6N7","-75.703979","44.60022"
"104855","CONNECTED","1859 Rue Sherbrooke","Magog","QC","J1X 2T5","-72.102432","45.297295"
"101730","CONNECTED","181 Abegweit
PO Box 201","Borden","PE","C0B 1X0","-63.68993","46.254948"
"102014","CONNECTED","10108 Nordel Crt","Delta","BC","V4G 1J7","-122.942871","49.148636"
"106886","CONNECTED","2012 Ogilvie Rd
Building C1-Unit 104","Ottawa","ON","K1J 7N9","-75.604843","45.436489"
"101823","CONNECTED","184 Brant Rd PO Box 1110","St. George","ON","N0E 1N0","-80.287827","43.235783"
"103071","CONNECTED","2611 Lawrence Ave","Scarborough","ON","M1P 2S2","-79.264549","43.751244"
"103127","CONNECTED","501 Smyth Rd
The Ottawa HospitalGeneral Campus Critical Care","Ottawa","ON","K1H 8L6","-75.647629","45.401222"
"103248","CONNECTED","1472 Wellington Street E","Aurora","ON","L4G 7B6","-79.419456","44.011005"
"104969","CONNECTED","685 Stonehaven Ave","Newmarket","ON","L3Y 4X7","-79.448883","44.033958"
"105217","CONNECTED","4001 Leslie Street","North York","ON","M2K 1E1","-79.362579","43.76947"
"103436","CONNECTED","708 The Queensway South","Keswick","ON","L4P3G8","-79.466103","44.197784"
"105896","CONNECTED","3719 Lakeshore road west","Toronto","ON","M8W 1P8","-79.62883","43.512066"
"105838","CONNECTED","3685 Keele st.
Unit #7","North York","ON","M3J 3H6","-79.487701","43.754185"
"100268","CONNECTED","1384 Wellington Rd S","London","ON","N6E 1M3","-81.216415","42.926529"
"100617","CONNECTED","901 Sheppard Ave W","North York","ON","M3H 2T7","-79.457291","43.751408"
"100770","CONNECTED","2485 Eagle St N","Cambridge","ON","N3H 1C9","-80.328674","43.40749"
"100961","CONNECTED","443 The Queensway S","Keswick","ON","L4P 3J4","-79.463188","44.21426"
"101231","CONNECTED","1229 Wonderland Rd N","London","ON","N6G 2V9","-81.303963","43.005264"
"101383","CONNECTED","304 Grand River St N","Paris","ON","N3L 3R7","-80.389969","43.213303"
"101417","CONNECTED","352 Wellington Rd S","London","ON","N6C 4P6","-81.230835","42.961987"
"101497","CONNECTED","201 Queen St E. PO Box 119","St. Marys","ON","N4X 1A9","-81.139297","43.25975"
"101511","CONNECTED","296 Horton St","London","ON","N6B 1L4","-81.241798","42.98048"
"101567","CONNECTED","13305 Hwy 27 Unit #15 PO Box 465","Nobleton","ON","L0G 1N0","-79.654366","43.909863"
"101837","CONNECTED","1 William Kitchen Rd Kennedy Commons Mall","Scarborough","ON","M1P 5B7","-79.278282","43.770741"
"101863","CONNECTED","20954 Dalton Rd PO Box 940","Sutton","ON","L0E 1R0","-79.36705","44.312824"
"102245","CONNECTED","150 Holiday Inn Dr","Cambridge","ON","N3C 1Z5","-80.32415","43.417206"
"102263","CONNECTED","21 Woodstock St N","Tavistock","ON","N0B 2R0","-80.83696","43.321705"
"102277","CONNECTED","444 Yonge St - Unit F19 College Park - Concourse Level","Toronto","ON","M5B 2H4","-79.382812","43.661407"
"102407","CONNECTED","1200 St. Laurent Blvd
Unit 629","Ottawa","ON","K1K 3B8","-75.63636","45.422657"
"102563","CONNECTED","940 Innisfil Beach Rd","Innisfil","ON","L9S 2C2","-79.547043","44.315495"
"102835","CONNECTED","4986 Yonge Street","North York","ON","M2N 7G9","-79.412483","43.765469"
"102955","CONNECTED","2304 Sheppard Ave West","Toronto","ON","M9M 1M1","-79.533485","43.73484"
"103323","CONNECTED","99 Rideau Street","Ottawa","ON","K1N9L8","-75.691879","45.426605"
"105068","CONNECTED","190 Main Street","Glencoe","ON","N0L 1M0","-81.709862","42.746571"
"105282","CONNECTED","6464 Yonge St","North York","ON","M2M 3X4","-79.422295","43.795876"
"105583","CONNECTED","1089 Kingston Road","Scarborough","ON","M1N 4E4","-79.282829","43.68047"
"106537","CONNECTED","1175 Hyde Park Road","London","ON","N6H 5K6","-81.325325","42.988926"
"108468","CONNECTED","10025 Route Sir Wilfrid Laurier","Mirabel","QC","J7N 1P5","-74.077072","45.718895"
"107637","CONNECTED","995 Boulevard des Prés-Verts
Alt: 2275 Chemin de Saint-Jean","La Prairie","QC","J5R 0R3","-73.464058","45.405685"
"104964","CONNECTED","551 Boulevard Renault","Beauceville","QC","G5X 1N3","-70.776489","46.213829"
"108425","CONNECTED","2980 Rue Masson","Montreal","QC","H1Y 1X5","-73.574295","45.548393"
"101965","CONNECTED","56 ch. Des Anglais","Mascouche","QC","J7L 3N6","-73.656487","45.725838"
"104979","CONNECTED","255 Roland Durand","Rosemere","QC","J7A 4J2","-73.811699","45.639339"
"100298","CONNECTED","1030 boul. Moody","Terrebonne","QC","J6W 3K9","-73.648407","45.700451"
"101085","CONNECTED","2980 ch. Gascon","Terrebonne","QC","J6X 3Z3","-73.675598","45.730518"
"101737","CONNECTED","210 rue St-Charles","Ste-Therese","QC","J7E 2B4","-73.86013","45.644238"
"101777","CONNECTED","5 - 840 boul. LAnge-Gardien Nord","L`Assomption","QC","J5W 1P6","-73.41433","45.839706"
"102221","CONNECTED","10433 boul. Pie-IX","Montreal","QC","H1H 3Z9","-73.633049","45.587402"
"102397","CONNECTED","295 rue Valmont","Repentigny","QC","J5Y 3H6","-73.445412","45.768013"
"102429","CONNECTED","7895 chemin de la Cete de Liesse","St-Laurent","QC","H4T 1G2","-73.666443","45.517254"
"102457","CONNECTED","19 Georges-Gagne","Delson","QC","J5B 2C9","-73.548439","45.383663"
"102537","CONNECTED","1911 ch. du Fer e Cheval","Ste-Julie","QC","J3E 2T4","-73.327736","45.576599"
"102690","CONNECTED","6598 boul. Taschereau","Brossard","QC","J4Z 1A7","-73.468796","45.47076"
"102812","CONNECTED","209 boul. Brien","Repentigny","QC","J6A 6M4","-73.460823","45.747452"
"103045","CONNECTED","7305 boulevard Grande-Allee","Brossard","QC","J4Z 0E3","-73.419487","45.458233"
"103158","CONNECTED","400 Rue Strasbourg","Candiac","QC","J5R 0B4","-73.515427","45.371593"
"103220","CONNECTED","4780 router 132","Ste-Catherine","QC","J5C 1V9","-73.566238","45.388939"
"103229","CONNECTED","401 boulevard Richelieu","Richelieu","QC","J3L 3R6","-73.249039","45.443535"
"103498","CONNECTED","2795, BOUL. DES PLATEAUX","Terrebonne","QC","J6X 4S8","-73.702248","45.722874"
"103503","CONNECTED","1157 Montée des Pionniers","Terrebonne","QC","J6V1P1","-73.508003","45.723808"
"103507","CONNECTED","17555, St-Charles","Mirabel","QC","J7J 1P3","-73.935135","45.694569"
"103650","CONNECTED","3881, Sherbrooke Est","Montreal","QC","H1X 2A5","-73.555145","45.552158"
"103772","CONNECTED","7200 boul Laurier","Terrebonne","QC","J7M 1T8","-73.728424","45.765869"
"103880","CONNECTED","Petro T, Rte 132","Kahnawake","QC","J0L 1B0","-73.608116","45.395084"
"103990","CONNECTED","723 Notre-Dame","Saint Sulpice","QC","J5W 3W6","-73.374382","45.811195"
"104009","CONNECTED","155 Rue Ouellette","Marieville","QC","J3M1A5","-73.171463","45.437977"
"104124","CONNECTED","150 Route 116","Richmond","QC","J0B2H0","-72.158531","45.664074"
"104838","CONNECTED","10725 Boulevard Henri-Bourassa Est","Montreal - Est","QC","H1C 1S9","-73.537018","45.652493"
"105076","CONNECTED","1050 BD Taschereau","La prairie","QC","J5R 1W6","-73.498276","45.4062"
"106043","CONNECTED","199 Rue Payette","L`Epiphanie","QC","J5X 4A7","-73.481674","45.841656"
"106353","CONNECTED","8120 Ch Chicot N,","Mirabel","QC","J7N 2H5","-73.969666","45.626965"
"107579","CONNECTED","102 Chemin Saint-François-Xavier","Candiac","QC","J5R 3X8","-73.534943","45.379425"
"106306","CONNECTED","21458 115 Ave NW","Edmonton","AB","T5S1Y6","-113.68821","53.566113"
"100430","CONNECTED","85 boul. Brien","Repentigny","QC","J6A 8B6","-73.452736","45.743824"
"100447","CONNECTED","2495 Bank St Unit #19
Bayfield Mall","Ottawa","ON","K1V 0Y5","-75.646049","45.353886"
"100548","CONNECTED","3 Dunham Dr.","Alliston","ON","L9R 0G1","-79.860878","44.156181"
"100843","CONNECTED","2500 Don Mills Rd","North York","ON","M2J 3B3","-79.353264","43.787891"
"101375","CONNECTED","8555 Argyll Rd NW","Edmonton","AB","T6C 4B2","-113.457397","53.50034"
"101456","CONNECTED","11 Main St W, PO Box 430","Dowling","ON","P0M 1R0","-81.334351","46.586132"
"101555","CONNECTED","410-412  McNabb St","Sault Ste. Marie","ON","P6B 1Z2","-84.306999","46.521999"
"101608","CONNECTED","389 Great Northern Way","Sault Ste. Marie","ON","P6B 4Z8","-84.319977","46.538013"
"101910","CONNECTED","1401 Ellesmere Rd","Scarborough","ON","M1P 4R4","-79.262131","43.769901"
"102165","CONNECTED","99999 283180 Range Road 293","Crossfield","AB","T0M 0S0","-114.02523","51.485153"
"102182","CONNECTED","843 Don Mills Rd","North York","ON","M3C 1V4","-79.338959","43.722706"
"102313","CONNECTED","26474 56 Ave","Langley","BC","V4W 3Z3","-122.491081","49.10379"
"103140","CONNECTED","8809 - 100th St","Morinville","AB","T8R 1V5","-113.645485","53.785812"
"103412","CONNECTED","29 Alberta Road","Claresholm","AB","T0L 0T0","-113.59079","50.041786"
"103632","CONNECTED","533 Cityview Blvd.","Vaughan","ON","L4H 0L8","-79.552948","43.86026"
"104097","CONNECTED","1201 Fischer-Hallman Road
Unit 201","Kitchener","ON","N2R 1P4","-80.497429","43.402412"
"104204","CONNECTED","6120 50th Street NW","Edmonton","AB","T6B 2N7","-113.419228","53.498585"
"104206","CONNECTED","2010 8th Avenue","Fort Macleod","AB","T0L 0Z0","-113.390778","49.723316"
"105309","CONNECTED","1020 Trans Canada HWY","Golden","BC","V0A 1H0","-117.025604","51.385067"
"105393","CONNECTED","1820 100 Ave NE","Calgary","AB","T3J 0P7","-114.017487","51.144276"
"106082","CONNECTED","29 Regional Road 84
(dennie st)","Capreol","ON","P0M1H0","-80.924408","46.701221"
"106195","CONNECTED","5655 HWY 97A","Enderby","BC","V0E 1V3","-119.139793","50.537563"
"108353","CONNECTED","13704 164th Street NW","Edmonton","AB","T5V 0C8","-113.605431","53.599754"
"101194","CONNECTED","Highway 2","Brookfield","NS","B0N 1C0","-63.28548","45.265762"
"101538","CONNECTED","100 Harbourview Blvd","Bathurst","NB","E2A 5B9","-65.657997","47.620998"
"101554","CONNECTED","11045 Rue Principale","Rogersville","NB","E0A 2T0","-65.422104","46.726761"
"101753","CONNECTED","640 Granville St E PO Box 530","Bridgetown","NS","B0S 1C0","-65.269188","44.845745"
"102535","CONNECTED","330 Main St","Doaktown","NB","E9C 1A9","-66.136261","46.553787"
"102897","CONNECTED","1037 O Leary Road  Rte. #142","O`Leary","PE","C0B 1V0","-64.226837","46.707161"
"107695","CONNECTED","111 Enterprise Way
Unit 102","Oliver","BC","V0H 1T2","-119.530296","49.236015"
"100047","CONNECTED","705 Wellington Rd
#100 South Trail Crossing","London","ON","N6C 4R4","-81.228241","42.948067"
"100748","CONNECTED","2100 Hunt Club Road","Ottawa","ON","K1T3S4","-75.620178","45.36409"
"101372","CONNECTED","1512 2nd Ave W","Prince Albert","SK","S6V 5B5","-105.759003","53.199001"
"100570","CONNECTED","3755 Hwy 144 PO Box 2204
North Sheridan Mall","Chelmsford","ON","P0M 1L0","-81.186226","46.568359"
"104606","CONNECTED","4894 Simcoe County Rd 50","Alliston","ON","L9R 1V1","-79.91346","44.1404"
"101620","CONNECTED","374 Hamilton Rd Unit #5","New Hamburg","ON","N3A 2K2","-80.696106","43.378681"
"100310","CONNECTED","144 Franktown Rd","Carleton Place","ON","K7C 4P1","-76.136147","45.135479"
"100722","CONNECTED","465 Barrydowne Rd","Sudbury","ON","P3A 3T4","-80.944199","46.506996"
"101757","CONNECTED","5927 Signal Hill Ctr SW","Calgary","AB","T3H 3P8","-114.173645","51.016953"
"101991","CONNECTED","157A Young St","Alliston","ON","L9R 2A9","-79.886597","44.146782"
"102212","CONNECTED","4216 Elko Dr  PO Box 1749","Whitecourt","AB","T7S 1P5","-115.670891","54.131706"
"102286","CONNECTED","6000 Dufferin St N
On The Run Convenience Store","North York","ON","M3H 5T5","-79.470657","43.786621"
"102301","CONNECTED","12407 County Rd 2 PO Box 773","Morrisburg","ON","K0C 1P0","-75.182083","44.901928"
"102471","CONNECTED","7457 Roper Road N.W.","Edmonton","AB","T6B 3K9","-113.441856","53.492386"
"102765","CONNECTED","17004 111th Ave","Edmonton","AB","T5S 2Y1","-113.616379","53.559868"
"102881","CONNECTED","34 Snyders Rd W","Baden","ON","N3A 2M1","-80.670448","43.40374"
"103038","CONNECTED","17250 Highway 27","Schomberg","ON","L0G 1T0","-79.676544","44.002541"
"103053","CONNECTED","3518 118 Ave","Edmonton","AB","T5W 0Z4","-113.395836","53.570488"
"103105","CONNECTED","4805 44th Avenue","Stony Plain","AB","T7Z 1V5","-114.003365","53.535606"
"103205","CONNECTED","6897 Finch Ave W","ETOBICOKE","ON","M9W 0A6","-79.617279","43.734592"
"103223","CONNECTED","3793 Rue Laval","Lake Megantic","QC","G6B 1A6","-70.866959","45.587887"
"103493","CONNECTED","2422 Islington Ave.","Toronto","ON","M9W 3X7","-79.55896","43.723175"
"103625","CONNECTED","7311 Pin Oak Dr","Niagara Falls","ON","L2E6S9","-79.12925","43.069202"
"104036","CONNECTED","1084 Rest Acres Road","Paris","ON","N3L 4G4","-80.385223","43.179466"
"104440","CONNECTED","731 Boulevard Saint Laurent Ouest","Louiseville","QC","J5V1K9","-72.954674","46.255379"
"105067","CONNECTED","2234 HWY #12","Brechin","ON","L0K 1B0","-79.176224","44.54628"
"106413","CONNECTED","1503 5th Avenue
esso","Valemount","BC","V0E 2Z0","-119.278206","52.831173"
"106471","CONNECTED","2707 20 A Avenue","Nanton","AB","T0L1R0","-113.76693","50.34219"
"106867","CONNECTED","365 Murtle Crescent","Clearwater","BC","V0E 1N1","-120.04055","51.650143"
"100604","CONNECTED","19 Front St
Units 111 and  201 Scotia Plaza","Strathroy","ON","N7G 1Y5","-81.623779","42.959236"
"101098","CONNECTED","925 Edward St","Prescott","ON","K0E 1T0","-75.520943","44.717121"
"102278","CONNECTED","444 Yonge St - Unit G8 College Park - Street Level","Toronto","ON","M5B 2H4","-79.383415","43.660736"
"104063","CONNECTED","4801 51 Av","Chetwynd","BC","V0C1J0","-121.620308","55.695766"
"102989","CONNECTED","410 150ieme Rue","St-Georges-de-Beauce","QC","G5Y 0E5","-70.656578","46.107388"
"100082","CONNECTED","577 St. Peter Ave","Bathurst","NB","E2A 2Y5","-65.66713","47.630512"
"100398","CONNECTED","170 Bristol Ave","Liverpool","NS","B0T 1K0","-64.721764","44.045963"
"100482","CONNECTED","580 Champlain St","Dieppe","NB","E1A 1P4","-64.731079","46.098686"
"100758","CONNECTED","120 Newcastle Blvd","Miramichi","NB","E1V 2L7","-65.564857","47.001518"
"100955","CONNECTED","241 Main St","Middleton","NS","B0S 1P0","-65.071266","44.941063"
"100986","CONNECTED","2525 King George Hwy","Miramichi","NB","E1V 6W3","-65.486252","47.032368"
"101034","CONNECTED","4585 Rue Principale","SAINT-ANTOINE","NB","E0A 2X0","-64.755875","46.365597"
"101208","CONNECTED","3 Millennium Dr","Quispamsis","NB","E2E 4B1","-65.942741","45.416466"
"101435","CONNECTED","43 Broadway St","Kensington","PE","C0B 1M0","-63.637299","46.436783"
